#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__	19
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__|s__	19
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__JAJKHV01	6
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__JAJKHV01|s__	6
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01	9
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VAYN01|s__	9
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VRUE01	5
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9|g__VRUE01|s__	5
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	72
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__	7
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__|s__	7
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__AC-38|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Baekduia|s__	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Conexibacter|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__JACCYI01|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465	12
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-465|s__	12
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-513|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744	44
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__	42
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744|s__Palsa-744 sp017882375	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JACVRW01|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JADGHQ01	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Thermoleophilaceae|g__JADGHQ01|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738	57
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67	3
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67|f__AC-67	3
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67|f__AC-67|g__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67|f__AC-67|g__|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67|s__	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01	18
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__	9
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__|g__	9
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__|g__|s__	9
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01	9
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__	7
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__|s__	7
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__|g__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__|g__|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__JAHWKV01	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__JAHWKV01|g__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__JAHWKV01|f__JAHWKV01|g__|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738	34
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__	8
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__|g__	8
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__|g__|s__	8
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12	24
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__	6
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__|s__	6
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51	4
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51|s__	4
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69	4
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69|s__	4
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__JAJNBA01	8
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__JAJNBA01|s__	8
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__JAJPHY01	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__HRBIN12|g__JAJPHY01|s__	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__UBA4738	2
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__UBA4738|g__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__UBA4738|g__|s__	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__UBA4738|g__AC-52	1
d__Bacteria|p__Actinomycetota|c__UBA4738|o__UBA4738|f__UBA4738|g__AC-52|s__	1
d__Bacteria|p__Armatimonadota	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__|s__	1
d__Bacteria|p__Bacillota	1
d__Bacteria|p__Bacillota|c__Bacilli	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Paenibacillales	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus	1
d__Bacteria|p__Bacillota|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus|s__	1
d__Bacteria|p__Bacteroidota	22
d__Bacteria|p__Bacteroidota|c__Bacteroidia	20
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	4
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21|s__	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales	12
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae	12
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia	7
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia|s__	7
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__	2
d__Bacteria|p__Bacteroidota|c__Ignavibacteria	2
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301|s__	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__|s__	1
d__Bacteria|p__Chlamydiota	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01|s__	1
d__Bacteria|p__Chloroflexota	35
d__Bacteria|p__Chloroflexota|c__Anaerolineae	7
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	5
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12	3
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__JAJZSS01	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__JAJZSS01|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Fen-1058	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Fen-1058|f__Fen-1058	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Fen-1058|f__Fen-1058|g__Fen-1058	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Fen-1058|f__Fen-1058|g__Fen-1058|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3|s__	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01|s__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia	2
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01|s__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria	7
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales	7
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JADMIN01	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JADMIN01|g__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JADMIN01|g__|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae	6
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__|s__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113|s__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361|s__UBA11361 sp005881295	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria	15
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales	9
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4	9
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__|s__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JACDAV01	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JACDAV01|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01|s__	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9|s__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01	4
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01	4
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__|s__	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__JACDBZ01	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__JACDBZ01|s__	1
d__Bacteria|p__Chloroflexota|c__UBA2235	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__|s__	1
d__Bacteria|p__Chloroflexota|c__UBA6077	2
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077	2
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72|s__	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__JACCZL01	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__JACCZL01|g__JADZEM01	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__JACCZL01|g__JADZEM01|s__	1
d__Bacteria|p__Cyanobacteriota	2
d__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia	2
d__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia|o__Obscuribacterales	2
d__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae	2
d__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__CAJCHQ01	2
d__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__CAJCHQ01|s__	2
d__Bacteria|p__Desulfobacterota	4
d__Bacteria|p__Desulfobacterota_B	10
d__Bacteria|p__Desulfobacterota_B|c__	1
d__Bacteria|p__Desulfobacterota_B|c__|o__	1
d__Bacteria|p__Desulfobacterota_B|c__|o__|f__	1
d__Bacteria|p__Desulfobacterota_B|c__|o__|f__|g__	1
d__Bacteria|p__Desulfobacterota_B|c__|o__|f__|g__|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia	9
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus|s__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__JAKAVN01	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__JAKAVN01|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__SPBQ01	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__SPBQ01|g__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__SPBQ01|g__|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1|s__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria	3
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales	3
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501|s__	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852	1
